"Category","English","Khmer","Phonetic","AudioFile","Visible"
"Looking for someone","She's out","គាត់ចេញទៅហើយ","koit chenh tov haey","15 Looking for someone\She's out (koit chenh tov haey).mp3","false"
"Looking for someone","You can call her on her mobile phone","អ្នកអាចទូរស័ព្ទទៅរកគាត់តាមទូរស័ព្ទដៃគាត់","nak arch tourasap tov rok koit tam tourasap dai koit","15 Looking for someone\You can call her on her mobile phone (nak arch tourasap tov rok koit tam tourasap dai koit).mp3","false"
"Looking for someone","You can call her on her mobile phone","អ្នកអាចហៅទៅកាន់ទូរស័ព្ទដៃរបស់នាង","nak arch haw tov kan tourasap dai robos neang","15 Looking for someone\You can call her on her mobile phone (nak arch haw tov kan tourasap dai robos neang).mp3","false"
"Looking for someone","Do you know where I could find her?","តើអ្នកដឹងថាខ្ញុំអាចទៅរកនាងនៅឯណាទេ?","tae nak doeng tha khnhom arch tov rok neang nov ena te?","15 Looking for someone\Do you know where I could find her (tae nak doeng tha khnhom arch tov rok neang nov ena te).mp3","false"
"Looking for someone","She is at work","គាត់នៅកន្លែងធ្វើការ","koit nov kanleng thveukar","15 Looking for someone\She is at work (koit nov kanleng thveukar).mp3","false"
"Looking for someone","She is at home","នាងនៅផ្ទះ","neang nov phteah","15 Looking for someone\She is at home (neang nov phteah).mp3","false"
"Looking for someone","Excuse me, is Julien here?","សូមទោស តើជូលៀននៅទេ?","som tos tae Julien nov te?","15 Looking for someone\Excuse me, is Julien here (som tos tae Julien nov te).mp3","false"
"Looking for someone","Excuse me, is Julien here?","សុំទោស តើជូលៀននៅទេ?","som tos tae Julien nov te?","15 Looking for someone\Excuse me, is Julien here (som tos tae Julien nov te) 2.mp3","false"
"Looking for someone","Yes, he's here","បាទ គាត់នៅទីនេះ","bat koit nov tinih","15 Looking for someone\Yes, he's here (bat koit nov tinih).mp3","false"
"Looking for someone","Yes, he's here","ចាស គាត់នៅទីនេះ","chars koit nov tinih","15 Looking for someone\Yes, he's here (chars koit nov tinih).mp3","false"
"Looking for someone","He's out","គាត់ចេញហើយ","keat chenh haey","15 Looking for someone\He's out (keat chenh haey).mp3","false"
"Looking for someone","He's out","គាត់ចេញទៅហើយ","koit chenh tov haey","15 Looking for someone\He's out (koit chenh tov haey).mp3","false"
"Looking for someone","Do you know where I could find him?","តើអ្នកដឹងទេ ខ្ញុំអាចទៅរកគាត់ឯណាទៅ?","tae nakdoeng te khnhom arch tov rok koit ena tov?","15 Looking for someone\Do you know where I could find him (tae nakdoeng te khnhom arch tov rok koit ena tov).mp3","false"
"Looking for someone","Do you know where I could find him?","តើអ្នកដឹងថាខ្ញុំអាចទៅរកគាត់ឃើញនៅកន្លែងណាទេ?","tae nak doeng tha khnhom arch tov rok koit khoeunh nov kanleng na te?","15 Looking for someone\Do you know where I could find him (tae nak doeng tha khnhom arch tov rok koit khoeunh nov kanleng na te).mp3","false"
"Looking for someone","You can call him on his mobile phone","អ្នកអាចទូរស័ព្ទទៅគាត់តាមទូរសព្ទដៃរបស់គាត់","nak arch tourasap tov koit tam tourasap dai robos koit","15 Looking for someone\You can call him on his mobile phone (nak arch tourasap tov koit tam tourasap dai robos koit).mp3","false"
"Looking for someone","You can call him on his mobile phone","អ្នកអាចហៅទៅកាន់ទូរស័ព្ទដៃរបស់គាត់","nak arch haw tov kan tourasap dai robos koit","15 Looking for someone\You can call him on his mobile phone (nak arch haw tov kan tourasap dai robos koit).mp3","false"
"Looking for someone","He is at work","គាត់នៅកន្លែងធ្វើការ","koit nov kanleng thveukar","15 Looking for someone\He is at work (koit nov kanleng thveukar).mp3","false"
"Looking for someone","He is at home","គាត់នៅផ្ទះ","keat nov phteah","15 Looking for someone\He is at home (keat nov phteah).mp3","false"
"Beach","The beach","ឆ្នេ​សមុទ្រ","chhneh samut","16 Beach\The beach (chhneh samut).mp3","false"
"Beach","Do you know where I can buy a ball?","តើខ្ញុំអាចរកទិញបាល់នៅកន្លែងណាបាន?","tae khnhom arch rok tinh bal nov kanleng na ban?","16 Beach\Do you know where I can buy a ball (tae khnhom arch rok tinh bal nov kanleng na ban).mp3","false"
"Beach","Do you know where I can buy a ball?","តើអ្នកដឹងទេថាខ្ញុំអាចរកទិញបាល់ឯណាបាន?","tae nak doeng tha khnhom arch rok tinh bal ena ban?","16 Beach\Do you know where I can buy a ball (tae nak doeng tha khnhom arch rok tinh bal ena ban).mp3","false"
"Beach","There is a store in this direction","មានហាងមួយទៅទិសខាងនេះ","mean hang muoy nov tis khang nih","16 Beach\There is a store in this direction (mean hang muoy nov tis khang nih).mp3","false"
"Beach","There is a store in this direction","មានហាងមួយនៅទិសខាងនេះ","mean hang muoy nov tis khang nih","16 Beach\There is a store in this direction (mean hang muoy nov tis khang nih) 2.mp3","false"
"Beach","A ball","បាល់​មួយ","bal muoy","16 Beach\A ball (bal muoy).mp3","false"
"Beach","Binoculars","កែវយឹត","keo yeut","16 Beach\Binoculars (keo yeut).mp3","false"
"Beach","a cap","មួកមួយ","muok muoy","16 Beach\a cap (muok muoy).mp3","false"
"Beach","a towel","កន្សែងមួយ","kansaeng muoy","16 Beach\a towel (kansaeng muoy).mp3","false"
"Beach","Sandals","ស្បែកជើងសង្រែក","sbekcheung sanrek","16 Beach\Sandals (sbekcheung sanrek).mp3","false"
"Beach","a bucket","ធុងមួយ","thung muoy","16 Beach\a bucket (thung muoy).mp3","false"
"Beach","Suntan lotion","ឡេកម្តៅថ្ងៃ","le kamdao tngai","16 Beach\Suntan lotion (le kamdao tngai).mp3","false"
"Beach","Swimming trunks","ខោហែលទឹក","kho helteuk","16 Beach\Swimming trunks (kho helteuk).mp3","false"
"Beach","Swimming trunks","ខោខ្លីហែលទឹក","kho kley helteuk","16 Beach\Swimming trunks (kho kley helteuk).mp3","false"
"Beach","Sunglasses","វ៉ែនតា","venta","16 Beach\Sunglasses (venta).mp3","false"
"Beach","Shellfish","គ្រំ","krum","16 Beach\Shellfish (krum).mp3","false"
"Beach","Sunbathing","ហាលថ្ងៃ","hal thngai","16 Beach\Sunbathing (hal thngai).mp3","false"
"Beach","Sunny","ពន្លឺថ្ងៃ","ponleu thngai","16 Beach\Sunny (ponleu thngai).mp3","false"
"Beach","Sunny","កម្តៅថ្ងៃ","kamdao thngai","16 Beach\Sunny (kamdao thngai).mp3","false"
"Beach","Sunset","ថ្ងៃលិច","thngai lich","16 Beach\Sunset (thngai lich).mp3","false"
"Beach","Parasol","ឆ័ត្របាំងថ្ងៃ","chatt baing thngai","16 Beach\Parasol (chatt baing thngai).mp3","false"
"Beach","Sun","ព្រះអាទិត្យ","preah atit","16 Beach\Sun (preah atit).mp3","false"
"Beach","Sunshade","ម្លប់ព្រះអាទិត្យ","mlob preah atit","16 Beach\Sunshade (mlob preah atit).mp3","false"
"Beach","Sunstroke","ក្តៅហែង","kdao heng","16 Beach\Sunstroke (kdao heng).mp3","false"
"Beach","Sunstroke","ក្តៅឆេះ","kdao chhes","16 Beach\Sunstroke (kdao chhes).mp3","false"
"Beach","Is it dangerous to swim here?","តើមានគ្រោះថ្នាក់ទេហែលទឹកនៅទីនេះទេ?","tae mean kroh thnak te helteuk nov tinih?","16 Beach\Is it dangerous to swim here (tae mean kroh thnak te helteuk nov tinih).mp3","false"
"Beach","Is it dangerous to swim here?","តើវាគ្រោះថ្នាក់ទេហែលទឹកនៅទីនេះ?","tae vea kroh thnak te helteuk nov tinih?","16 Beach\Is it dangerous to swim here (tae vea kroh thnak te helteuk nov tinih).mp3","false"
"Beach","No, it is not dangerous","ទេ វាគ្មានគ្រោះថ្នាក់ទេ","te vea kmean kroh thnak te","16 Beach\No, it is not dangerous (te vea kmean kroh thnak te).mp3","false"
"Beach","No, it is not dangerous","ទេ វាគ្មានគ្រោះថ្នាក់ទេ","te vea kmean kroh thnak te","16 Beach\No, it is not dangerous (te vea kmean kroh thnak te) 2.mp3","false"
"Beach","Yes, it is forbidden to swim here","ចាស កន្លែងនេះហាមមិនឱ្យហែលទឹកទេ","chars kangleng nih ham min oy helteuk te","16 Beach\Yes, it is forbidden to swim here (chars kangleng nih ham min oy helteuk te).mp3","false"
"Beach","Yes, it is forbidden to swim here","បាទ កន្លែងនេះហាមមិនឲ្យហែលទឹកទេ","bat kangleng nih ham min oy helteuk te","16 Beach\Yes, it is forbidden to swim here (bat kangleng nih ham min oy helteuk te).mp3","false"
"Beach","Swim","ហែលទឹក","helteuk","16 Beach\Swim (helteuk).mp3","false"
"Beach","Swimming","ការហែលទឹក","ka helteuk","16 Beach\Swimming (ka helteuk).mp3","false"
"Beach","Wave","រលក","rolork","16 Beach\Wave (rolork).mp3","false"
"Beach","Sea","សមុទ្រ","samut","16 Beach\Sea (samut).mp3","false"
"Beach","Dune","ពំនូកខ្សាច់","pumnouk ksach","16 Beach\Dune (pumnouk ksach).mp3","false"
"Beach","Dune","ផ្នូកខ្សាច់","pnouk ksach","16 Beach\Dune (pnouk ksach).mp3","false"
"Beach","Sand","ខ្សាច់","ksach","16 Beach\Sand (ksach).mp3","false"
"Beach","What is the weather forecast for tomorrow?","តើការព្យាករណ៍អាកាសធាតុយ៉ាងម៉េចដែរសម្រាប់ថ្ងៃស្អែក?","tae kar pyeakar akas theat yangmech deh samrab thngai saek?","16 Beach\What is the weather forecast for tomorrow (tae kar pyeakar akas theat yangmech deh samrab thngai saek).mp3","false"
"Beach","What is the weather forecast for tomorrow?","តើថ្ងៃស្អែកមានការព្យាករណ៍អាកាសធាតុយ៉ាងម៉េចដែរ?","tae thngai saek mean kar pyeakar akas theat yangmech deh?","16 Beach\What is the weather forecast for tomorrow (tae thngai saek mean kar pyeakar akas theat yangmech deh).mp3","false"
"Beach","The weather is going to change","អាកាសធាតុនឹងប្រែប្រួល","akas theat neung brepruol","16 Beach\The weather is going to change (akas theat neung brepruol).mp3","false"
"Beach","The weather is going to change","អាកាសធាតុនឹងផ្លាស់ប្តូរ","akas theat neung phlas btau","16 Beach\The weather is going to change (akas theat neung phlas btau).mp3","false"
"Beach","It is going to rain","វា​នឹង​ធ្លាក់​ភ្លៀង","vea​ neung​ thleak phlieng","16 Beach\It is going to rain (vea​ neung​ thleak phlieng).mp3","false"
"Beach","It is going to rain","វានឹងមានភ្ញៀងធា្លក់","vea​ neung​ mean phlieng thleak","16 Beach\It is going to rain (vea​ neung​ mean phlieng thleak).mp3","false"
"Beach","It will be sunny","វានឹងមានពន្លឺថ្ងៃ","vea neung mean ponleu thngai","16 Beach\It will be sunny (vea neung mean ponleu thngai).mp3","false"
"Beach","It will be very windy","វានឹងមានខ្យល់ខ្លាំង","vea neung mean khyal khlang","16 Beach\It will be very windy (vea neung mean khyal khlang).mp3","false"
"Beach","Swimming suit","ឈុត​ហែលទឹក","chhout helteuk","16 Beach\Swimming suit (chhout helteuk).mp3","false"
"Beach","Swimming suit","សម្លៀកបំពាក់ហែលទឹក","samleak bampeak helteuk","16 Beach\Swimming suit (samleak bampeak helteuk).mp3","false"
"In case of trouble","Can you help me, please?","​ជួយ​ខ្ញុំផង​បាន​ទេ?","chuoy​ khnhom​ phong ban​ te?","17 In case of trouble\Can you help me, please (chuoy​ khnhom​ phong ban​ te).mp3","false"
"In case of trouble","Can you help me, please?","តើអ្នកអាចជួយខ្ញុំបានដែរឬទេ?","tae​ nak​ arch​ chuoy​ khnhom​ ban deh reu​ te?","17 In case of trouble\Can you help me, please (tae​ nak​ arch​ chuoy​ khnhom​ ban deh reu​ te).mp3","false"
"In case of trouble","I'm lost","ខ្ញុំ​វង្វេង","khnhom vongveng","17 In case of trouble\I'm lost (khnhom vongveng).mp3","false"
"In case of trouble","What would you like?","តើអ្នកចូលចិត្តអ្វីដែរ?","tae​ nak​ chaulchet avei deh?","17 In case of trouble\What would you like (tae​ nak​ chaulchet avei deh).mp3","false"
"In case of trouble","What happened?","តើមានអ្វីកើតឡើង?","tae mean avei kaet laeng?","17 In case of trouble\What happened (tae mean avei kaet laeng).mp3","false"
"In case of trouble","What happened?","តើមានរឿងអ្វីហ្នឹង?","tae mean roeung avei neung?","17 In case of trouble\What happened (tae mean roeung avei neung).mp3","false"
"In case of trouble","Where could I find an interpreter?","តើខ្ញុំអាចរកអ្នកបកប្រែនៅឯណា?","tae khnhom ach rok nak bak bre nov ena?","17 In case of trouble\Where could I find an interpreter (tae khnhom ach rok nak bak bre nov ena).mp3","false"
"In case of trouble","Where could I find an interpreter?","តើខ្ញុំអាចរកអ្នកបកប្រែបាននៅឯណាទៅ?","tae khnhom ach rok nak bak bre ban nov ena tow?","17 In case of trouble\Where could I find an interpreter (tae khnhom ach rok nak bak bre ban nov ena tow).mp3","false"
"In case of trouble","Where is the nearest pharmacy?","តើឱសថស្ថានជិតបំផុតនៅឯណា?","tae osot sthan chit bampot nov ena?","17 In case of trouble\Where is the nearest pharmacy (tae osot sthan chit bampot nov ena).mp3","false"
"In case of trouble","Can you call a doctor, please","តើអ្នកអាចហៅទូរស័ព្ទទៅវេជ្ជបណ្ឌិតបានទេ?","tae nak arch haw tourasapt tov vechcheak bandit ban te?","17 In case of trouble\Can you call a doctor, please (tae nak arch haw tourasapt tov vechcheak bandit ban te).mp3","false"
"In case of trouble","Can you call a doctor, please","តើអ្នកអាចហៅទូរស័ព្ទទៅគ្រូពេទ្យបានទេ?","tae nak arch haw tourasapt tov kroupet ban te?","17 In case of trouble\Can you call a doctor, please (tae nak arch haw tourasapt tov kroupet ban te).mp3","false"
"In case of trouble","Which kind of treatment are you undergoing at the moment?","តើអ្នកកំពុងទទួលការព្យាបាលបែបណាពេលនេះ?","tae nak kampong tortuol kar pyea barl bebna pel nih?","17 In case of trouble\Which kind of treatment are you undergoing at the moment (tae nak kampong tortuol kar pyea barl bebna pel nih).mp3","false"
"In case of trouble","Which kind of treatment are you undergoing at the moment?","តើអ្នកកំពុងតែទទួការព្យាបាលបែបណានៅពេលនេះ?","tae nak kampong teh tortuol kar pyeabal bebna nov pel nih?","17 In case of trouble\Which kind of treatment are you undergoing at the moment (tae nak kampong teh tortuol kar pyeabal bebna nov pel nih).mp3","false"
"In case of trouble","a hospital","មន្ទីរពេទ្យ","montirpet","17 In case of trouble\a hospital (montirpet).mp3","false"
"In case of trouble","a chemist's","ឱសថស្ថាន","osot sthan","17 In case of trouble\a chemist's (osot sthan).mp3","false"
"In case of trouble","a doctor","វេជ្ជបណ្ឌិត","vechcheak bandet","17 In case of trouble\a doctor (vechcheak bandet).mp3","false"
"In case of trouble","Medical department","ផ្នែកវេជ្ជសាស្រ្ត","phnek vechch sas","17 In case of trouble\Medical department (phnek vechch sas).mp3","false"
"In case of trouble","I lost my papers","ខ្ញុំបានបាត់ឯកសាររបស់ខ្ញុំអស់ហើយ","khnhom ban bat eksar robos khnhom os huoy","17 In case of trouble\I lost my papers (khnhom ban bat eksar robos khnhom os huoy).mp3","false"
"In case of trouble","I lost my papers","ខ្ញុំបាត់ឯកសារអស់ហើយ","khnhom bat eksar os huoy","17 In case of trouble\I lost my papers (khnhom bat eksar os huoy).mp3","false"
"In case of trouble","My papers have been stolen","ឯកសាររបស់ខ្ញុំត្រូវបានលួច","eksar robos khnhom trauv ban luoch","17 In case of trouble\My papers have been stolen (eksar robos khnhom trauv ban luoch).mp3","false"
"In case of trouble","My papers have been stolen","ឯកសាររបស់ខ្ញុំត្រូវគេលួចអស់ហើយ","eksar robos khnhom trauv keh luoch os haey","17 In case of trouble\My papers have been stolen (eksar robos khnhom trauv keh luoch os haey).mp3","false"
"In case of trouble","Lost-property office","ការិយាល័យបាត់បង់ទ្រព្យសម្បត្តិ","kariyalai batbong trob sambat","17 In case of trouble\Lost-property office (kariyalai batbong trob sambat).mp3","false"
"In case of trouble","Lost-property office","ការិយាល័យបាត់បង់ទ្រព្យ","kariyalai batbong trob","17 In case of trouble\Lost-property office (kariyalai batbong trob).mp3","false"
"In case of trouble","First-aid station","ស្ថានីយ៍សង្គ្រោះបឋម","stha ni sangkrosh bathom","17 In case of trouble\First-aid station (stha ni sangkrosh bathom).mp3","false"
"In case of trouble","Emergency exit","ច្រកចេញបន្ទាន់","chrakchenh bantoin","17 In case of trouble\Emergency exit (chrakchenh bantoin).mp3","false"
"In case of trouble","The police","ប៉ូ​លី​ស","polis","17 In case of trouble\The police (polis).mp3","false"
"In case of trouble","Papers","ឯកសារ","ek ksar","17 In case of trouble\Papers (ek ksar).mp3","false"
"In case of trouble","Money","លុយ","luy","17 In case of trouble\Money (luy).mp3","false"
"In case of trouble","Passport","លិខិតឆ្លងដែន","likhet chhlangden","17 In case of trouble\Passport (likhet chhlangden).mp3","false"
"In case of trouble","Luggage","អីវ៉ាន់","eivan","17 In case of trouble\Luggage (eivan).mp3","false"
"In case of trouble","I'm ok, thanks","ខ្ញុំមិនអីទេ អរគុណ","khnhom min ei te arkun","17 In case of trouble\I'm ok, thanks (khnhom min ei te arkun).mp3","false"
"In case of trouble","I'm ok, thanks","ខ្ញុំមិនអីទេ អរគុណ","khnhom min ei te arkun","17 In case of trouble\I'm ok, thanks (khnhom min ei te arkun) 2.mp3","false"
"In case of trouble","Leave me alone!","ទុក​ឲ្យខ្ញុំ​នៅ​ម្នាក់ឯង​បាន​ហើយ!","tuk​ aoy​ khnhom​ nov​ mneak eng​ ban​ haey!","17 In case of trouble\Leave me alone! (tuk​ aoy​ khnhom​ nov​ mneak eng​ ban​ haey!).mp3","false"
"In case of trouble","Leave me alone!","ទុកឲ្យខ្ញុំនៅម្នាក់ឯងចុះ!","tuk​ aoy​ khnhom​ nov​ mneak eng chos!","17 In case of trouble\Leave me alone! (tuk​ aoy​ khnhom​ nov​ mneak eng chos!).mp3","false"
"In case of trouble","Go away!","ទៅ​ឲ្យឆ្ងាយ!","tow​ oy chhngay!","17 In case of trouble\Go away! (tow​ oy chhngay!).mp3","false"
"In case of trouble","Go away!","ចេញឲ្យឆ្ងាយទៅ!","tow​ oy chhngay tov!","17 In case of trouble\Go away! (tow​ oy chhngay tov!).mp3","false"
